topic_id,round_id,cord_uid,relevancy
1,3.5,8fuj072z,1
1,1.0,8g70j0qw,0
1,3.5,8gkh7se3,0
1,1.5,8gncbgot,0
1,5.0,8gtnbm1c,2
1,2.0,8hiurkho,1
1,5.0,8iyjzd28,0
1,5.0,8klkojpo,2
1,5.0,8kqhvxlz,2
1,1.0,8l1vfsbc,0
1,1.0,8l411r1w,0
1,2.0,8m06zdho,2
1,4.0,8nv1a76u,0
1,4.0,8ow952d8,2
1,1.5,8pkrg0mx,0
1,2.0,8pwe4ugb,1
1,4.5,8pyjwe9x,0
1,1.0,8ruux4sw,0
1,0.5,8rxjju0t,0
1,2.5,8t35z4gl,0
1,1.5,8wzd4j82,0
1,2.0,8x0duuh6,0
1,5.0,8xm0kacj,1
1,2.0,8xsuntfd,1
1,1.5,8xz0ddci,2
1,3.0,8ybfiz8f,2
1,4.0,8ywd6j2b,0
1,3.5,8z0ti0dx,2
1,0.5,901m6zw0,0
1,5.0,9118j6pd,0
1,5.0,915srotp,2
1,2.0,93bvy38i,0
1,4.0,950x4b9a,0
1,2.0,958u08vb,2
1,5.0,95fc828i,0
1,5.0,96ee2c1s,2
1,3.0,96zsd27n,0
1,1.5,971d0sir,1
1,2.0,97edhhkt,1
1,3.0,97gawzw4,0
1,4.0,97vub46z,2
1,1.0,98syj71y,2
1,3.5,99doz9m6,0
1,3.5,99kce33b,0
1,5.0,99s7lzdh,0
1,3.0,9a475qhj,2
1,2.5,9ae26r2z,0
1,1.5,9aegg5sd,0
1,5.0,9atjk9si,1
1,5.0,9blg1oke,2
1,2.0,9c09xlma,0
1,3.5,9dlr6kqh,0
1,2.0,9dwpnvxf,1
1,3.0,9ec6hygx,0
1,0.5,9edp04ud,0
1,2.5,9f5i6crg,1
1,2.0,9fngwsh3,0
1,4.0,9gi2yoqn,1
1,2.5,9h4pq7up,0
1,4.5,9i024s08,0
1,1.5,9igk3ke1,2
1,0.5,9il7coyk,2
1,2.5,9jb3w0zu,1
1,3.5,9jdfp9y3,0
1,4.5,9mrtic2k,2
1,3.0,9mxvbf17,1
1,0.5,9pl7mta8,0
1,4.5,9q5zckir,2
1,2.5,9rg9xe57,1
1,2.0,9rhydy8u,0
1,1.0,9rlgx2s5,2
1,4.5,9siu7wgs,2
1,5.0,9slpoyz7,2
1,2.0,9sofxhj7,1
1,1.0,9spfx07v,0
1,1.0,9ujofcsm,0
1,4.5,9uo0hsst,0
1,4.5,9w3ap3gz,2
1,5.0,9xs8aukq,0
1,2.0,9xueqdri,1
1,4.0,a1chcrk8,2
1,5.0,a3groawt,1
1,5.0,a4jn6gpk,1
1,4.0,a56u5e2o,2
1,2.0,a59qzsre,0
1,3.0,a5udnv5f,0
1,2.5,a5xknb8f,0
1,2.0,a66sszp2,1
1,4.5,a845az43,0
1,5.0,aaq4ks3n,2
1,3.0,ab757i3f,1
1,2.0,abqrh2aw,2
1,4.5,aejbfk3l,2
1,1.0,aeogp8c7,2
1,1.0,aeyf0yu1,1
1,2.0,afek8kgr,2
1,4.5,afx977mr,2
1,5.0,agchvvx9,1
1,4.5,ailr08y5,0
1,4.5,aivub6mi,0
1,3.5,aj2ixlo7,0
1,4.0,aki28lhp,0
1,5.0,amp19v88,1
1,1.0,ao7bkcv5,2
1,3.0,aoyyk5fl,2
1,2.5,aoz3j9rl,0
1,1.0,apc0lm5e,2
1,3.0,apqizr54,2
1,2.0,aqdlfl37,2
1,4.0,ar6psvlo,0
1,1.5,arhqix9h,0
1,0.5,athjtu2j,0
1,2.0,auu02ibd,0
1,4.0,aw0kkvvl,1
1,3.0,aw15xmia,0
1,1.0,awitk3se,2
1,0.5,ax2b0ynt,0
1,3.5,ax6v6ham,1
1,4.5,ayhsbfd1,2
1,4.0,b047c2sp,0
1,1.5,b05qpb7d,0
1,4.5,b1iyr42n,1
1,1.5,b21szgvy,0
1,4.0,b23xm6sg,0
1,2.5,b2d7t7ge,1
1,1.0,b2f3a8un,0
1,3.5,b2ju3poi,0
1,1.0,b2znv6pa,0
1,2.5,b4gfbenh,0
1,0.5,b4kzgubs,0
1,4.0,b5287qd4,1
1,1.5,b5329o75,0
1,5.0,b5h5cv3b,0
1,1.0,b66bb2ri,2
1,3.0,b6dsdiux,0
1,1.5,b8j2hn9w,0
1,0.5,b8ofli35,0
1,1.0,b9r4cyp7,0
1,2.0,b9srpqjp,0
1,4.5,b9vkja80,0
1,2.0,ba6v30jg,2
1,2.0,bawgldfi,2
1,2.5,bayj4dtg,0
1,5.0,bea9x5j1,0
1,3.0,beguhous,1
1,0.5,bfjdvfuq,0
1,2.5,bfnav9sn,0
1,3.0,bgdcm1i1,1
1,3.0,bgh729s5,2
1,4.5,bgialj4d,0
1,2.5,bh198xgl,0
1,2.0,bim76jna,0
1,2.0,bjhdy8mg,2
1,3.0,blqzi69t,2
1,4.0,bmwgq7py,2
1,3.5,bn7hsuv9,2
1,1.0,bnuda70x,0
1,2.5,bojfc3q0,1
1,3.5,bqodr0h0,1
1,1.0,bqoob23i,1
1,3.0,bsnibsuf,0
1,3.0,bsypo08l,2
1,4.5,btiy6jhr,0
1,2.5,btwrjr87,2
1,3.5,bupb4ooh,1
1,2.5,bw9lbzvt,0
1,4.5,bwfpf02e,1
1,2.5,bzc7luwj,0
1,3.5,bze2qz13,0
1,4.5,bzldjzp3,0
1,1.5,c0jjut0x,0
1,3.5,c0r2nbzo,1
1,4.0,c1nuvprk,1
1,1.5,c22mytwr,0
1,3.0,c3geck81,0
1,3.0,c3ikb81g,1
1,2.0,c4u0gxp5,1
1,3.5,c5be70t6,0
1,3.0,c6yrtwq9,0
1,5.0,c7j2eoz0,0
1,4.5,c834itam,1
1,4.0,ca380xbl,0
1,1.0,caturc6q,0
1,1.5,cbc98t7x,0
1,1.5,ccdj7137,0
1,4.0,ccxj4s6j,1
1,1.0,cdejx8b9,0
1,1.0,cdjhmk5z,0
1,4.5,cdthfl5f,0
1,0.5,cetdqgff,0
1,3.5,chbegdex,1
1,1.5,chln5r8w,0
1,1.5,chrj5h72,0
1,2.5,cigv3t0h,0
1,4.5,cjfm44ef,0
1,2.5,ck301hcu,0
1,1.0,cks6aij2,2
1,1.0,cmaw7jcn,0
1,4.5,cn89d1mx,0
1,1.5,cndb031c,0
1,4.5,cniyembt,1
1,3.0,cns12o35,0
1,5.0,cns5rnj8,1
1,3.0,cnxybwfb,1
1,1.5,cobv635z,0
1,1.5,code9hzz,0
1,1.5,cp6he5mc,1
1,2.0,cq0jkb1d,2
1,3.0,cqeulecp,1
1,3.0,cqin4o8l,0
1,5.0,cs8gfjp4,0
1,2.0,ctvnmjsl,0
1,1.5,cvp10nx0,0
1,1.0,cwfujgya,0
1,5.0,cyp9fbw0,2
1,3.5,d11cj86k,0
1,4.5,d13bq4ij,0
1,1.0,d2knbzhl,0
1,3.0,d2z556s0,0
1,5.0,d3rrnjz2,2
1,2.0,d6by9p41,2
1,5.0,d6eh49hu,0
1,5.0,d80ispem,1
1,3.5,d8n9711b,2
1,2.5,dblrxlt1,1
1,1.5,dbowa5bt,2
1,3.0,dc30gkfe,0
1,4.0,dckuhrlf,0
1,2.5,dcll52nd,0
1,1.5,de0xr8wd,0
1,3.0,deajwhx0,2
1,5.0,deee71uw,1
1,2.5,dei0xd1b,2
1,2.5,dgbf77hn,0
1,2.0,dhrtpo56,0
1,3.5,dir0jtyb,2
1,5.0,djclli8n,1
1,0.5,djuomhww,0
1,1.0,dkbujz83,0
1,5.0,dkreswvk,1
1,1.5,dle938bt,0
1,2.0,dlpgq0rm,0
1,1.0,dmc8wjyl,0
1,5.0,dnla56uh,2
1,1.0,dnxhtbxn,2
1,4.5,dopa8hxy,0
1,4.0,dp2xzul1,2
1,3.0,dqour5jr,0
1,1.0,dqxfcwyu,0
1,4.0,dr7cz1jo,2
1,1.5,ds5mauer,0
1,3.0,dtv7to3l,1
1,3.0,dv9m19yk,1
1,1.5,dwf5vydu,0
1,3.0,dx3jywv7,0
1,5.0,dyhd8p8z,1
1,5.0,dz1ikex1,1
1,2.0,e07vt846,0
1,1.5,e0b8gnh8,2
1,3.5,e1urdt9w,2
1,1.5,e1ykafdd,0
1,2.0,e220ut9u,1
1,0.5,e2p46wa8,0
1,4.0,e2zyplbi,1
1,4.5,e328fesl,0
1,1.0,e41vn10l,0
1,2.0,e46whqk9,1
1,2.5,e4hmo4yc,0
1,1.5,e4sl5zaj,0
1,4.0,e56ry1x4,0
1,2.5,e5nxkvo7,2
1,5.0,e6h1qvdk,1
1,5.0,e6jt8yhs,0
1,2.0,e7hefkd3,0
1,3.5,e8qubwha,0
1,3.0,e9ix35x3,0
1,0.5,eahhf7yh,0
1,3.5,eav5gr3y,0
1,1.0,ec8lpgl3,0
1,4.0,ectly1v4,1
1,5.0,edc509xr,0
1,4.0,eec649x4,1
1,5.0,eecwjrdc,1
1,4.5,eecyduzq,1
1,5.0,eeqzmm8k,1
1,5.0,eezzpg42,1
1,1.5,efarquxn,0
1,0.5,efhnptt9,0
1,2.0,efk2jj50,2
1,2.0,egvf8hoq,1
1,2.0,egzztatj,0
1,2.0,ei89dddm,1
1,1.0,ei9w19i7,0
1,1.5,eioy4rhn,0
1,3.0,eisfz30c,1
1,1.5,ejg393zs,0
1,4.0,ejg6hpuy,1
1,4.5,eju7wnb9,0
1,1.0,el1vyyj9,0
1,1.0,epcel2ez,0
1,0.5,eqewn6j4,0
1,3.0,erntrh3p,0
1,4.5,erozilox,2
1,2.0,es7q6c90,1
1,5.0,esq33kx4,0
1,2.5,et6wjhpf,2
1,3.0,etmhbrfe,0
1,1.0,etqj2mq3,0
1,2.5,evutu0lx,1
1,5.0,ew2kjq5s,2
1,1.0,ew2paw3x,0
1,2.5,ewdfqktw,1
1,1.0,ewdrl9ym,0
1,5.0,ex7rta8f,2
1,4.5,eyf2dogw,0
1,3.0,eyitkr3s,2
1,2.0,ezi2mret,0
1,2.0,f03san07,1
1,1.5,f0ny4ur5,0
1,1.5,f2zpapwe,0
1,3.5,f35cqkpf,2
1,0.5,f3ds1rq6,0
1,1.0,f3g3ek5u,0
1,4.0,f4c9aorn,0
1,2.0,f5yjz0zp,0
1,5.0,f6i10v6g,1
1,1.5,f6muhf3d,0
1,1.0,f8xrgguq,0
1,4.5,fas2ar3k,0
1,0.5,fb0nwixw,0
1,3.0,fby616ap,0
1,1.0,fcd07krs,0
1,1.5,fcmzdcuh,0
1,2.0,fctcwpyc,1
1,4.5,fe0w2spw,0
1,5.0,feq8djas,0
1,4.5,ffmxvb23,1
1,4.0,fgxbyb7l,0
1,1.5,fihedvms,0
1,3.0,fiievwy7,0
1,1.0,fkqohnyz,0
1,1.5,flc25wlz,1
1,5.0,fma2ejqd,0
1,2.0,fnj57b0l,2
1,3.5,fofr17c8,2
1,5.0,fofy6whl,2
1,4.5,fozglfc8,0
1,2.0,fqs40ivc,1
1,1.0,frkk6w0a,0
1,4.0,fs07zdu6,2
1,2.0,fs5rx07q,0
1,5.0,ft4rbcxf,1
1,1.0,fvig79k3,0
1,1.0,fvj3cpie,0
1,1.0,fw4pmaoc,2
1,3.0,fwdpzv85,1
1,1.0,fxixiggj,0
1,4.5,fybo3ltn,0
1,1.0,fyi48tnn,0
1,3.0,fzd4o4xd,1
1,2.0,fzq71ghi,0
1,2.5,fzr8fkzb,0
1,1.5,g0gh28hu,0
1,1.0,g3odc7da,0
1,1.5,g4bsul8u,1
1,1.0,g5fqxdqh,0
1,3.0,g7qioapl,1
1,4.0,g8rsiiy7,0
1,4.0,g9wmlvnq,1
1,4.5,ga5vpakb,0
1,3.0,gbkgzvc8,0
1,4.5,gbzty2ia,1
1,3.0,gcwrill0,1
1,3.5,gcwtn3ei,0
1,3.5,gdxvbspx,0
1,3.5,gfwqog3x,2
1,3.5,ggw5l1qm,1
1,0.5,ghcbttba,0
1,1.5,ghi0ekm5,0
1,1.0,giabjjnz,0
1,3.0,gjdlp10q,1
1,0.5,gmi1ewc2,0
1,2.0,gnk3m0b8,0
1,3.0,gnw8adj5,0
1,5.0,gpdzxp63,0
1,5.0,gq3965se,1
1,3.0,gr9l1uja,1
1,0.5,gs4r9j7o,0
1,1.0,gsaw1snc,0
1,5.0,gt7meidh,2
1,2.5,gttuxtw6,0
1,1.5,gu2mt6zp,0
1,1.0,gv1k7u7j,1
1,3.0,gvq24eyp,0
1,5.0,gwh0tsvv,0
1,2.0,gy0kfhy6,0
1,3.5,gy78e87y,2
1,3.0,gy8d8285,2
1,2.0,gyj5213f,2
1,1.5,gytg4iku,0
1,4.5,gz2k3bvo,0
1,3.0,gzcbwys1,2
1,1.0,h0oqnue8,0
1,2.0,h13v8i14,0
1,1.5,h2h4bnd5,0
1,1.0,h2uc7ria,1
1,5.0,h3czhqtt,0
1,4.5,h3imwhss,2
1,5.0,h3ovjqcn,0
1,5.0,h7so7vcl,0
1,4.5,h8abjsxr,2
1,1.0,h8ahn8fw,2
1,2.5,h8cemq2n,1
1,5.0,hdkmzdq9,1
1,1.0,he853mwa,1
1,1.0,hfgmmuy6,0
1,1.0,hfkzu18p,1
1,3.5,hgg33kwz,0
1,4.5,hhpnewdt,0
1,4.0,hib30ct6,2
1,4.5,hicqy5sj,2
1,4.5,hj830rxs,1
1,1.5,hk5w5h58,0
1,2.5,hkwu5o6d,0
1,3.0,hl967ekh,2
1,3.5,hlw3t2rb,0
1,5.0,hmvo5b0q,1
1,1.0,hncf2qe8,0
1,4.0,hp5x637c,0
1,2.0,hq4jb2wy,2
1,2.0,hrbeh0me,0
1,2.5,hrdfyd8h,0
1,5.0,hsowmxan,0
1,5.0,hu9oxea1,0
1,5.0,hwjr891o,2
1,1.5,hxvib7wf,0
1,5.0,hyjzofps,1
1,1.0,hzuo6pwx,2
1,4.0,i14gkdw0,2
1,4.5,i2ppoe55,1
1,4.5,i2qi4wm0,0
1,1.0,i5hkucrn,0
1,1.5,i6pv90s9,0
1,2.0,i6um5iu2,0
1,2.0,i758v1vb,2
1,1.5,i8a5dxne,0
1,4.0,ia3rct46,2
1,4.0,ibn71fcd,1
1,5.0,ibnudp1x,0
1,4.5,ich6h3w6,1
1,5.0,icwvm7jp,2
1,5.0,idawavsd,0
1,3.0,ienet82k,0
1,3.0,ifoe8x28,1
1,4.0,ig0rnbqb,1
1,2.5,igdkz3ht,1
1,1.0,ii6ih2r0,0
1,2.5,iicbaevw,0
1,4.5,ijsn8d7b,2
1,1.0,ik15f074,0
1,3.0,ik1y1fln,2
1,1.0,ilxd0ih9,0
1,2.5,imvbkt69,0
1,4.5,iohvj16d,0
1,1.0,ioq50ntq,0
1,3.5,ip16lh2a,0
1,5.0,ip38x8bu,2
1,5.0,ipl6189w,0
1,2.5,iql8h6td,1
1,1.0,iqr419fp,0
1,3.0,irkjiqll,1
1,1.0,is20odaq,1
1,1.0,iua8c4hy,0
1,1.5,iudq5jdu,0
1,1.0,ivgwn32n,0
1,2.0,iweu0pm8,1
1,3.5,iwvrpbao,0
1,4.0,iy0h2pyf,0
1,2.0,iy4knx7j,0
1,1.5,iyv86437,1
1,4.5,izltn367,1
1,1.0,j00m2ctc,0
1,0.5,j2ybesoy,0
1,4.0,j318qn5p,1
1,1.0,j43v6a8b,2
1,3.0,j4b2534p,0
1,2.5,j530ia4u,0
1,3.5,j53i5xfs,0
1,2.0,j56v40u3,0
1,1.0,j5teavse,0
1,1.0,j6y806qu,0
1,4.0,j7fx64k1,0
1,1.5,j8n06hzx,0
1,0.5,j9525ohh,0
1,1.5,j99cgsjt,2
1,3.0,j9csyc3j,0
1,4.0,ja2s5cxy,1
1,1.0,jahm572k,0
1,2.0,japmze1b,0
1,4.5,jb6o4v6p,0
1,1.0,jbtrdvhe,1
1,5.0,jc00ulx5,0
1,4.0,jct2t2br,0
1,1.5,jcu3pasy,1
1,4.5,jd6fvaop,0
1,3.0,jdpxu0ef,2
1,3.0,jep80bed,1
1,3.0,jf4pdfuy,0
1,3.5,jfd5gd2p,0
1,5.0,jfjnqgr1,1
1,3.5,jg20ouix,0
1,5.0,jg607kt6,1
1,1.5,jgr1beit,0
1,1.0,jgwvjkbj,0
1,4.5,jgx9msdq,0
1,1.5,jh9e85c0,1
1,4.0,jj86scxd,0
